,Location,Minute Delay
708,BATHURST AND ST CLAIR,10.0
709,SPADINA AND WILLCOCKS,10.0
710,DUNDAS WEST STATION,12.0
711,SPADINA AND QUEEN'S QU,8.0
712,GERRARD AND ASHDALE,10.0
713,PARLIAMENT AND DUNDAS,17.0
714,QUEEN AND TECUMSETH,8.0
715,KING AND COWAN,9.0
716,WOODBINE ROAD LOOP,8.0
717,BATHURST AND LENNOX,15.0
718,QUEEN AND JARVIS,8.0
719,MAIN STREET STATION,10.0
720,KING AND PETER,18.0
721,GERRARD AND SUMACH,9.0
722,SPRINGHURST LOOP,19.0
723,RONCESVALLES AND HIGH,9.0
724,GERRARD AND BROADVIEW,16.0
725,QUEEN AND NEVILLE,20.0
726,COLLEGE AND LASNDOWNE,18.0
727,ST CLAIR AND OAKWOOD,13.0
728,DUNDAS AND COLLEGE,14.0
729,LESLIE AND LAKESHORE,0.0
730,DUNDAS AND PARLIAMENT,67.0
731,BATHURST AND KING,20.0
732,DUNDAS AND COLLEGE,159.0
733,LAKESHORE AND PARKLAWN,12.0
734,ST CLAIR STATION,16.0
735,ST CLAIR AND BATHURST,18.0
736,KING AND DUFFERIN,18.0
737,LAKESHORE AN PARK LAWN,14.0
738,QUEEN AND BROADVIEW,20.0
739,LESLIE AND LAKESHORE,0.0
740,DUNDAS AND COLLEGE,20.0
741,DUNDAS AND STERLING,20.0
742,QUEEN AND GLEN MANOR,20.0
743,QUEEN AND LESLIE,20.0
744,BROADVIEW STATION,20.0
745,BROADVIEW AND GERRARD,16.0
746,BROADVIEW AND GERRARD,54.0
747,BROADVIEW AND GERRARD,48.0
748,KING AND YORK,16.0
749,BATHURST STATION,16.0
750,THE QUEENSWAY AND RONC,14.0
751,DUNDAS AND PARLIAMENT,21.0
752,DUNDAS AND PARLIAMENT,20.0
753,BATHURST STATION,14.0
754,BATHURST STATION,14.0
755,FLEET AND BATHURST,20.0
756,BATHURST STATION,14.0
757,BROADVIEW AND QUEEN,20.0
758,MAIN STATION,20.0
759,QUEEN AND DUFFERIN,15.0
760,LONG BRANCH LOOP,27.0
761,SPADINA AND SUSSEX,20.0
762,BATHURST AND KING,30.0
763,KING AND SPADINA,14.0
764,BATHURST AND QUEEN,45.0
765,QUEEN AND BATHURST,15.0
766,KING AND RIVER,16.0
767,KING AND JAMESON,18.0
768,MAIN STATION,60.0
769,RONCESVALLES AND QUEEN,0.0
770,ST CLAIR AND LANSDOWNE,12.0
771,KING AND SUDBURY,10.0
772,PARKLAWN LOOP,14.0
773,QUEEN AND WINEVA,56.0
774,ST CLAIR AND ROBINA,10.0
775,QUEEN AND BAY,16.0
776,QUEENSWAY AND COLBOURN,14.0
777,CHURCH AND N OF KING,12.0
778,QUEEN AND PARLIAMENT,52.0
779,LANSDOWNE AND DUNDAS,17.0
780,COLLEGE AND LANSDOWNE,15.0
781,KING AND JAMESON,14.0
782,BROADVIEW STATION,10.0
783,DUNDAS AND YONGE,13.0
784,QUEEN'S QUAY AND SIMCO,15.0
785,QUEENS QUAY AND LOWER,15.0
786,MCCAUL LOOP,14.0
787,DUNDAS AND OSSINGTON,67.0
788,DUNDAS WEST STATION,60.0
789,PARLIAMENT AND GERRARD,12.0
790,GERRARD AND BROADVIEW,14.0
791,GERRARD AND BROADVIEW,8.0
792,BROADVIEW AND GERRARD,22.0
793,BROADVIEW AND GERRARD,21.0
794,LONG BRANCH LOOP,14.0
795,QUEEN AND JARVIS,14.0
796,BATHURST STATION,14.0
797,COLLEGE AND LANSDOWNE,14.0
798,GERRARD AND WOODBINE,10.0
799,SHAW AND KING,12.0
800,OAKWOOD LOOP,10.0
801,MAIN STREET STATION,10.0
802,RONCESVALLES CARHOUSE,0.0
803,KINGSTON AND GLEN MANO,20.0
804,QUEEN AND WOODFIELD,20.0
805,BATHURST STATION,14.0
806,QUEEN AND RONCESVALLES,9.0
807,QUEEN AND OSSINGTON,14.0
808,QUEEN AND JARVIS,12.0
809,KING AND BAY,20.0
810,GERRARD AND MAIN,12.0
811,BROADVIEW AND DUNDAS,15.0
812,SPADINA STATION,33.0
813,BROADVIEW STATION,9.0
814,QUEEN AND JARVIS,14.0
815,FLEET LOOP,17.0
816,QUEEN AND CHURCH,16.0
817,KING AND SPADINA,13.0
818,KING AND NIAGARA,15.0
819,DISTILLERY LOOP,10.0
820,BROADVIEW STATION,12.0
821,DUFFERIN AND KING,10.0
822,KING AND SHAW,14.0
823,QUEEN AND VICTORIA,31.0
824,RONCESVALLES YARD,19.0
825,RONCEVALLES AND QUEEN,6.0
826,BROWN'S LINE AND LAKES,14.0
827,KING AND SUDBURY,6.0
828,NEVILLE LOOP,158.0
829,MAIN STATION,24.0
830,ST CLAIR AND CHRISTIE,20.0
831,RONCESVALLES YARD,14.0
832,RONCESVALLES YARD,14.0
833,RONCESVALLES YARD,14.0
834,RONCESVALLES YARD,15.0
835,RONCESVALLES YARD,11.0
836,RONCESVALLES YARD,7.0
837,RONCESVALLES YARD,16.0
838,RONCESVALLES YARD,16.0
839,RONCESVALLES YARD,16.0
840,RONCESVALLES AND QUEEN,14.0
841,QUEEN AND KING (W OF D,23.0
842,RONCESVALLES YARD,15.0
843,RONCESVALLES YARD,7.0
844,QUEEN AND CARROLL,18.0
845,RONCESVALLES YARD,14.0
846,ST CLAIR AND BATHURST,20.0
847,SPADINA AND QUEEN'S QU,10.0
848,QUEEN AND RIVER,66.0
849,QUEEN AND RIVER,65.0
850,QUEEN AND RIVER,61.0
851,CNE LOOP,20.0
852,QUEENS QUAY AND SPADIN,10.0
853,QUEENS QUAY AND SPADIN,10.0
854,QUEENS QUAY AND SPADIN,10.0
855,QUEEN AND PARLIAMENT,14.0
856,QUEENS QUAY AND SPADIN,10.0
857,QUEENS QUAY AND SPADIN,10.0
858,QUEENS QUAY AND LOWER,10.0
859,MAIN STREET STATION,12.0
860,BATHURST STATION,12.0
861,KING AND STRACHAN,9.0
862,CONNAUGHT AND QUEEN,14.0
863,BROADVIEW STATION,15.0
864,EXHIBITION LOOP,16.0
865,SPADINA STATION,10.0
866,QUEEN AND JARVIS,14.0
867,QUEEN AND JARVIS,14.0
868,QUEEN AND DUFFERIN,30.0
869,QUEEN AND CARLAW,37.0
870,RONCESVALLES AND HOWAR,43.0
871,KING AND ATLANTIC,42.0
872,PARLIAMENT N OF DUNDAS,12.0
873,OAKWOOD LOOP,20.0
874,QUEEN AND CARLAW,16.0
875,KING AND PARLIMENT (WE,15.0
876,SPADINA AND QUEEN'S QU,20.0
877,QUEEN AND BROADVIEW,80.0
878,QUEEN AND BOULTON,68.0
879,SPADINA STATION,9.0
880,KINGSTON AND QUEEN,72.0
881,QUEEN AND UNIVERSITY,12.0
882,COLLEGE AND EUCLID,54.0
883,ST CLAIR WEST STATION,10.0
884,QUEEN AND JAMESON,12.0
885,PARLIAMENT AND DUNDAS,104.0
886,SPADINA AND QUEEN'S QU,10.0
887,SPADINA STATION,10.0
888,QUEENSWAY AND RONCESVA,14.0
889,SPADINA AND QUEEN'S QU,10.0
890,SPADINA AND QUEEN'S QU,10.0
891,SPADINA AND QUEEN'S QU,10.0
892,SPADINA AND QUEENS QUA,10.0
893,BROADVIEW AND GERRARD,10.0
894,GERRARD AND RIVER,10.0
895,KING AND STRACHAN,9.0
896,PARLIAMENT AND KING,14.0
897,KING AND SUMACH,17.0
898,QUEEN AND RIVER,12.0
899,DUNDAS AND CHURCH,12.0
900,GERRARD AND BROADVIEW,12.0
901,GERRARD AND PARLIAMENT,12.0
902,DUNDAS WEST STATION,12.0
903,CARLTON AND SHERBOURNE,18.0
904,LONG BRANCH LOOP,0.0
905,CARLTON AND ONTARIO,18.0
906,WOODBINE AND KINGSTON,291.0
907,LOWER GERRARD AND COXW,291.0
908,QUEEN AND OSSINGTON,20.0
909,MAIN STREET STATION,10.0
910,LAKESHORE AND 37 ST,20.0
911,QUEEN AND BATHURST,16.0
912,QUEEN AND LESLIE,12.0
913,QUEEN AND CHURCH,42.0
914,COLLEGE AND YONGE,18.0
915,DUNDAS WEST STATION,10.0
916,QUEEN AND DUFFERIN,14.0
917,BROADVIEW AND QUEEN,12.0
918,DUNDAS AND BAY,16.0
919,COLLEGE AND LANSDOWNE,16.0
920,LAKE SHORE AND SUPERIO,14.0
921,CNE LOOP,16.0
922,QUEEN AND WOODFIELD,20.0
923,QUEEN'S QUAY STATION,16.0
924,PARKLAWN LOOP,14.0
925,QUEEN AND YONGE,14.0
926,QUEEN AND CHURCH,20.0
927,DUNDAS AND UNIVERSTIY,28.0
928,GERRARD AND RIVER,10.0
929,MCCAUL AND STEPHANIE,20.0
930,DUNDAS AND PARLIAMENT,17.0
931,CARLTON AND SHERBOURNE,25.0
932,BATHURST STATION,9.0
933,FLEET LOOP,18.0
934,COLLEGE AND BORDEN,20.0
935,ST CLAIR STATION,20.0
936,CHARLOTTE LOOP,18.0
937,QUEEN AND RIVER,12.0
938,HIGH PARK LOOP,18.0
939,NEVILLE PARK LOOP,19.0
940,MAIN STREET STATION,18.0
941,EXHIBITION LOOP,18.0
942,QUEEN AND VICTORIA,14.0
943,SPRINGHURST LOOP,16.0
944,LAKE SHORE AND KIPLING,15.0
945,GERRARD AND BROADVIEW,14.0
946,QUEEN AND WOODFIELD,17.0
947,BATHURST STATION,16.0
948,ST CLAIR STATION,10.0
949,EXHIBITION LOOP,16.0
950,ST CLAIR WEST STATION,10.0
951,COLLEGE AND YONGE,14.0
952,HIGH PARK LOOP,16.0
953,QUEEN AND LESLIE,16.0
954,COLLEGE AND OSSINGTON,49.0
955,DUNDAS AND BROADVIEW,14.0
956,KING AND SUMACH,8.0
957,KING AND SUMACH,8.0
958,KING AND SPADINA,8.0
959,KING AND STRACHAN,18.0
960,COLLEGE AND BATHURST,14.0
961,QUEEN AND OSSINGTON,10.0
962,ST CLAIR AND VAUGHAN,10.0
963,HIGH PARK LOOP,7.0
964,ROXTON AND DUNDAS,0.0
965,KING AND SUMACH,8.0
966,KING AND SHAW,10.0
967,KING AND SUMACH,8.0
968,KING AND STRACHAN,10.0
969,DUNDAS AND DENISON,14.0
970,CARLTON AND SHERBOURNE,20.0
971,DUNDAS AND BROADVIEW,14.0
972,SPADINA STATION,10.0
973,FLEET AND BATHURST,49.0
974,SPADINA STATION,10.0
975,BATHURST AND FLEET,53.0
976,ST CLAIR STATION,16.0
977,BATHURST AND FLEET,37.0
978,BROADVIEW STATION,18.0
979,DUNDAS AND LANSDOWNE,14.0
980,ST CLAIR AND KEELE,22.0
981,LAKESHORE AND ROYAL YO,12.0
982,QUEEN AND COXWELL,18.0
983,KING AND DUFFERIN,13.0
984,BROADVIEW STATION,20.0
985,CARLTON AND SHERBOURNE,18.0
986,CARLTON AND ONTARIO,18.0
987,LAKE SHORE AND TWENTY,17.0
988,DUNDAS WEST STATION,20.0
989,DUNDAS AND BLOOR,16.0
990,DUFFERIN AND LIBERTY,28.0
991,QUEENS QUAY LOOP,0.0
992,DUNDAS AND LANSDOWNE,14.0
993,LESLIE BARNS,9.0
994,MCCAUL LOOP,21.0
995,LONG BRANCH LOOP,14.0
996,MAIN STATION,10.0
997,PARK LAWN AND LAKESHOR,16.0
998,THE QUEENSWAY AND COLB,16.0
999,DUNDAS AND COLLEGE,66.0
1000,COLLEGE AND LANSDOWNE,55.0
1001,HUMBER LOOP,16.0
1002,LAKESHORE AND WINDEMER,16.0
1003,CHURCH AND DUNDAS,20.0
1004,SPADINA AND COLLEGE,20.0
1005,QUEEN AND NEVILLE,14.0
1006,BROADVIEW STATION,16.0
1007,BATHURST AND HARBORD,42.0
1008,COLLEGE AND LANSDOWNE,18.0
1009,QUEENSWAY AND RONCESVA,14.0
1010,QUEEN AND STRACHAN,14.0
1011,COLLEGE AND CLINTON,65.0
1012,GUNN'S LOOP,10.0
1013,QUEEN AND BROADVIEW,21.0
1014,KING AND SPADINA,8.0
1015,SPADINA STATION,30.0
1016,QUEEN AND CHURCH,23.0
1017,SPADINA AND COLLEGE,24.0
1018,KING AND SHAW,14.0
1019,QUEENS QUAY STATION,39.0
1020,GERRARD AND PARLIAMENT,16.0
1021,RONCESVALLES AND MARIO,6.0
1022,RONCESVALLES AND BOUST,6.0
1023,INDUSTRY AND RAY,6.0
1024,MAIN STREET STATION,8.0
1025,ST CLAIR AND BATHURST,10.0
1026,FLEET AND BASTIAN,14.0
1027,SPADINA STATION,16.0
1028,QUEEN AND CONNAUGHT,14.0
1029,DUNDAS AND EDNA,0.0
1030,BROADVIEW AND QUEEN,15.0
1031,ST CLAIR AND OAKWOOD,19.0
1032,COLLEGE AND LANSDOWNE,14.0
1033,PARKLAWN LOOP,14.0
1034,QUEEN AND BROADVIEW,12.0
1035,GERRARD AND CARLAW,14.0
1036,PARKLAWN LOOP,14.0
1037,KING AND DUFFERIN,10.0
1038,OSSINGTON AND DUNDAS,16.0
1039,CHURCH AND CARLTON,12.0
1040,QUEEN AND GREENWOOD,26.0
1041,EXHIBITION LOOP,16.0
1042,ST CLAIR AND YONGE,14.0
1043,ST CLAIR AND OAKWOOD,15.0
1044,KING AND JARVIS,20.0
1045,QUEEN AND JARVIS,12.0
1046,QUEEN AND SPRUCE HILL,54.0
1047,QUEEN AND JARVIS,12.0
1048,QUEEN AND RONCESVALLES,12.0
1049,QUEEN AND JARVIS,12.0
1050,LESLIE AND COMMISSIONE,0.0
1051,LESLIE AND COMMISSIONE,0.0
1052,QUEEN AND SPRUCE,54.0
1053,CARLTON AND SHERBOURNE,18.0
1054,QUEENS QUAY AND SPADIN,30.0
1055,PARLIAMENT AND GERRARD,18.0
1056,MAIN STREET STATION,8.0
1057,RONCESVALLES YARD,18.0
1058,KING AND DUFFERIN,9.0
1059,KING AND RIVER,21.0
1060,QUEEN AND UNIVERSITY,14.0
1061,QUEEN AND SPRUCE,54.0
1062,SPADINA STATION,16.0
1063,KING AND RIVER,18.0
1064,GERRARD AND BROADVIEW,21.0
1065,QUEEN AND JARVIS,14.0
1066,QUEEN AND TECUMSETH,14.0
1067,DUNDAS AND UNIVERSITY,16.0
1068,PARKLAWN LOOP,14.0
1069,QUEEN AND AGUSTA,14.0
1070,EXHIBITION LOOP,16.0
1071,ST CLAIR AND BATHURST,40.0
1072,QUEEN AND JARVIS,14.0
1073,DUNDAS WEST STATION,14.0
1074,BATHURST AND COLLEGE,15.0
1075,DUNDAS AND LANSDOWNE,12.0
1076,BROADVIEW STATION,25.0
1077,PARKLAWN AND LAKESHORE,14.0
1078,BATHURST STATION,11.0
1079,ST CLAIR AND BATHURST,20.0
1080,KING AND DUFFERIN,6.0
1081,ST CLAIR AND WYCHWOOD,14.0
1082,DUNDAS AND RIVER,16.0
1083,RONCESVALLES YARD,0.0
1084,PARLIAMENT AND GERRARD,10.0
1085,PARLIAMENT AND DUNDAS,14.0
1086,DISTILLERY LOOP,35.0
1087,DISTILLERY LOOP,14.0
1088,DUNDAS WEST STATION,10.0
1089,DUNDAS WEST STATION,16.0
1090,CHARLOTTE LOOP,0.0
1091,BROADVIEW STATION,0.0
1092,HIGH PARK LOOP,12.0
1093,DUNDAS AND LANSDOWNE,16.0
1094,EXHIBITION LOOP,19.0
1095,ST CLAIR AND VAUGHAN,10.0
1096,QUEEN AND COXWELL,23.0
1097,QUEEN AND ST. PATRICK,12.0
1098,WINDEMERE AND QUEENSWA,12.0
1099,COLLEGE AND OSSINGTON,15.0
1100,COLLEGE AND OSSINGTON,12.0
1101,DISTILLERY LOOP,18.0
1102,QUEEN AND BATHURST,13.0
1103,QUEEN AND BATHURST,10.0
1104,DUNDAS AND LANSDOWNE,12.0
1105,NEVILLE PARK LOOP,19.0
1106,KING AND BERKLEY,18.0
1107,COLLEGE AND YONGE,0.0
1108,CHURCH AND QUEEN,0.0
1109,COXWELL AND LOWER GERR,10.0
1110,KING AND SPADINA,9.0
1111,KING AND PETER,21.0
1112,QUEEN AND RONCESVALLES,14.0
1113,QUEEN AND BAY,14.0
1114,KING AND YONGE,21.0
1115,SPADINA AND NASSAU,20.0
1116,QUEEN AND SPADINA,14.0
1117,MCCAUL LOOP,32.0
1118,SPADINA AND FRONT,16.0
1119,KING AND UNIVERSITY,19.0
1120,QUEEN AND RONCESVALLES,14.0
1121,RONCESVALLES AND PEARS,8.0
1122,QUEEN AND JARVIS,14.0
1123,EXHIBITION LOOP,16.0
1124,KING AND JARVIS,12.0
1125,MAIN STREET STATION,12.0
1126,FLEET LOOP,19.0
1127,DUNDAS WEST STATION,12.0
1128,BATHURST AND COLLEGE,0.0
1129,KING AND PARLIAMENT,10.0
1130,QUEEN AND JOHN,12.0
1131,DUNDAS AND LAKEVIEW (E,12.0
1132,QUEEN AND CARLAW,15.0
1133,DUNDAS AND BROADVIEW,15.0
1134,CHARLOTTE LOOP,0.0
1135,ST CLAIR AND LANSDOWNE,12.0
1136,QUEEN STATION,14.0
1137,DUNDAS WEST STATION,8.0
1138,ST CLAIR AND AVENUE,10.0
1139,KING AND RIVER,12.0
1140,DUNDAS WEST STN,16.0
1141,UNION STATION,20.0
1142,SPADINA AND QUEEN,21.0
1143,COLLEGE AND LANSDOWNE,16.0
1144,COLLEGE AND GLADSTONE,17.0
1145,DUNDAS WEST AND LANSDO,16.0
1146,DUNDAS WEST AND LANSDO,16.0
1147,CARLTON AND SEATON,10.0
1148,RONCESVALLES AND HOWAR,16.0
1149,MAIN STREET STATION,10.0
1150,QUEEN AND JARVIS,14.0
1151,DUNDAS WEST STATION,8.0
1152,THE QUEENSWAY AND HIGH,14.0
1153,LONG BRANCH LOOP,14.0
1154,LONG BRANCH LOOP,21.0
1155,DUNDAS WEST STATION,8.0
1156,CONNAUGHT AND QUEEN,20.0
1157,CHARLOTTE LOOP,20.0
1158,LESLIE AND COMMISSIONE,0.0
1159,SPADINA AND KING,0.0
1160,KING AND SPENCER,16.0
1161,DUNDAS WEST STATION,16.0
1162,QUEEN AND RIVER,29.0
1163,CNE LOOP,10.0
1164,GUNN'S LOOP,17.0
1165,ST CLAIR AND YONGE,26.0
1166,QUEEN AND CARROLL,15.0
1167,KING AND BATHURST,20.0
1168,BROADVIEW AND GERRARD,16.0
1169,QUEEN AND GREENWOOD,17.0
1170,QUEEN AND PARLIAMENT,20.0
1171,SPADINA STATION,20.0
1172,QUEEN AND JARVIS,15.0
1173,QUEEN AND KINGSTON,17.0
1174,ST CLAIR WEST STATION,10.0
1175,QUEEN AND JARVIS,16.0
1176,DUNDAS WEST STATION,12.0
1177,DUNDAS WEST STATION,14.0
1178,BATHURST AND KING,20.0
1179,DUNDAS AND RIVER,12.0
1180,QUEEN AND GREENWOOD,16.0
1181,BROADVIEW AND DUNDAS,14.0
1182,KING AND PARLIAMENT,37.0
1183,ST CLAIR AND LANSDOWNE,10.0
1184,MAIN STATION,10.0
1185,DUNDAS AND LANSDOWNE,14.0
1186,LAKE SHORE AND KNOX,8.0
1187,THE QUEENSWAY AND RONC,12.0
1188,DUNDAS WEST STATION,9.0
1189,BROADVIEW STATION,18.0
1190,GERRARD AND BROADVIEW,10.0
1191,KING AND SUMACH,9.0
1192,BATHURST STATION,12.0
1193,BROADVIEW STATION,16.0
1194,QUEEN AND BATHURST,16.0
1195,DUNDAS WEST STATION,14.0
1196,SPADINA AND QUEEN'S QU,10.0
1197,MAIN STREET STATION,12.0
1198,PARLIAMENT AND QUEEN,14.0
1199,LESLIE AND COMMISSIONE,0.0
1200,SPRINGHURST LOOP,12.0
1201,SPADINA AND QUEEN'S QU,30.0
1202,GERRARD AND PARLIAMENT,18.0
1203,HIGH PARK LOOP,24.0
1204,BROADVIEW AND QUEEN,25.0
1205,BATHURST AND WOLSELEY,39.0
1206,CHURCH AND GERRARD,10.0
1207,KING AND SUMACH,8.0
1208,DUNDAS WEST STATION,9.0
1209,DUNDAS AND BROCK,14.0
1210,QUEEN AND DOVERCOURT,15.0
1211,ST CLAIR AND VAUGHAN,165.0
1212,THE QUEENSWAY AND WIND,14.0
1213,CHERRY AND FRONT,14.0
1214,CHARLOTTE AND ADELAIDE,10.0
1215,CARLTON AND PARLIAMENT,16.0
1216,QUEEN AND NEVILLE,20.0
1217,DISTILLERY LOOP,40.0
1218,QUEEN AND RIVER,15.0
1219,QUEENS QUAY AND LOWER,10.0
1220,KING AND BAY,30.0
1221,KING AND RONCESVALLES,40.0
1222,SPADINA AND SUSSEX,30.0
1223,LONG BRANCH LOOP,30.0
1224,LAKESHORE AND FIFTHTEE,12.0
1225,SPADINA STATION,14.0
1226,OSSINGTON AND COLLEGE,14.0
1227,MAIN STREET STATION,8.0
1228,HOWARD PARK AND RONCES,14.0
1229,CARLTON AND SHERBOURNE,92.0
1230,COLLEGE AND BAY,21.0
1231,BATHURST STATION,14.0
1232,COLLEGE AND BEVERLEY,17.0
1233,MAIN STATION,10.0
1234,QUEEN AND RONCESVALLES,12.0
1235,DUNDAS AND STERLING,14.0
1236,RONCESVALLES DIV,0.0
1237,QUEEN AND CHURCH,14.0
1238,QUEEN AND YONGE,20.0
1239,QUEEN AND BATHURST,14.0
1240,FLEET LOOP,0.0
1241,MAIN STREET STATION,10.0
1242,QUEEN AND MCCAUL,20.0
1243,COXWELL AND UPPER GERR,10.0
1244,DUNDAS WEST STATION,0.0
1245,QUEEN AND WOODFIELD,20.0
1246,QUEENSWAY AND RONCESVA,14.0
1247,QUEEN AND WOODFIELD,14.0
1248,MAIN STATION,10.0
1249,QUEEN AND WOODFIELD,20.0
1250,QUEEN AND RONCESVALLES,14.0
1251,QUEEN AND RONCESVALLES,14.0
1252,DUNDAS AND BROADVIEW,16.0
1253,BROADVEW STATION,12.0
1254,QUEEN AND WOODFIELD,20.0
1255,QUEEN AND TRACY,24.0
1256,QUEEN AND WOODFIELD,16.0
1257,QUEEN AND BROADVIEW,20.0
1258,LAKESHORE AND KIPLING,12.0
1259,GERRARD AND PARLIAMENT,14.0
1260,KING AND BAY,16.0
1261,LONG BRANCH LOOP,0.0
1262,BATHURST AND COLLEGE,0.0
1263,ST CLAIR TO GUNN LOOP,0.0
1264,HUMBER LOOP,12.0
1265,DUNDAS WEST STATION,8.0
1266,COLLEGE AND SPADINA,15.0
1267,PARLIAMENT AND DUNDAS,14.0
1268,QUEEN AND RONCESVALLES,14.0
1269,KING AND DUFFERIN,26.0
1270,KING AND PARLIAMENT,12.0
1271,DUNDAS WEST STATION,12.0
1272,COLLEGE AND ST GEORGE,28.0
1273,QUEEN AND DUFFERIN,14.0
1274,DISTILLERY LOOP,15.0
1275,BROADVIEW STATION,12.0
1276,PARLIAMENT AND DUNDAS,169.0
1277,QUEEN AND JARVIS,12.0
1278,QUEENSWAY AND RONCESVA,12.0
1279,DUNDAS AND PARLIAMENT,14.0
1280,EXHIBITION LOOP,14.0
1281,DUFFERIN GATE,10.0
1282,DUNDAS AND BATHURST,104.0
1283,LONG BRANCH LOOP,12.0
1284,PARLIAMENT AND DUNDAS,204.0
1285,DUFFERIN LOOP,16.0
1286,DUNDAS WEST STATION,6.0
1287,BATHURST AND DUNDAS,14.0
1288,RONCESVALLES AND HOWAR,32.0
1289,QUEEN AND CARLAW,14.0
1290,KING AND UNIVERSITY,21.0
1291,EXHIBITION LOOP ENTER,10.0
1292,EXHIBITION LOOP,68.0
1293,EXHIBITION LOOP,78.0
1294,QUEEN AND GREENWOOD,20.0
1295,QUEEN AND JARVIS,20.0
1296,QUEEN AND RONCESVALLES,14.0
1297,SPADINA STATION,10.0
1298,SPADINA AND FRONT,462.0
1299,SPADINA AND FORT YORK,377.0
1300,DUNDAS AND BATHURST,17.0
1301,THE QUEENSWAY AND ELLI,16.0
1302,SPADINA AND KING,16.0
1303,SPADINA STATION,18.0
1304,LAKESHORE AND BATHURST,0.0
1305,BROADVIEW AND DANFORTH,12.0
1306,SPRINGHURST LOOP,10.0
1307,MAIN STREET STATION,12.0
1308,SPADINA AND KING,12.0
1309,QUEEN AND BELL,30.0
1310,BROADVIEW STATION,30.0
1311,SPADINA AND WILLCOCKS,105.0
1312,FLEET AND BATHURST,279.0
1313,FLEET AND BATHURST,210.0
1314,SPADINA AND RICHMOND,20.0
1315,QUEEN AND LESLIE,20.0
1316,GERRARD AND BROADVIEW,14.0
1317,QUEEN AND KINGSTON,42.0
1318,QUEEN AND CONNAUGHT,37.0
1319,MAIN STREET STATION,10.0
1320,RICHMOND AND JARVIS,14.0
1321,QUEEN AND RONCESVALLES,14.0
1322,CNE LOOP,15.0
1323,RUSSELL CARHOUSE,14.0
1324,MAIN STREET STATION,10.0
1325,EXHIBITION LOOP,0.0
1326,QUEEN AND PARLIAMENT,14.0
1327,SPADINA LOOP,6.0
1328,EXHIBITION LOOP,16.0
1329,QUEEN AND SPADINA,14.0
1330,SPADINA STATION,9.0
1331,BROADVIEW STATION,12.0
1332,EXHIBITION LOOP,20.0
1333,BROADVIEW AND GERRARD,17.0
1334,PARLIAMENT N OF DUNDAS,12.0
1335,BATHURST STATION,12.0
1336,QUEEN AND JAVIS,12.0
1337,DUNDAS AND BLOOR,16.0
1338,QUEEN AND WINNIFRED,19.0
1339,QUEEN AND WINNIFRED,34.0
1340,RONCESVALLES AND MARIO,0.0
1341,BATHURST AND DAVENPORT,10.0
1342,EXHIBITION LOOP,16.0
1343,BATHURST AND DAVENPORT,10.0
1344,PARLIAMENT AND RICHMON,0.0
1345,COLLEGE AND LANSDOWNE,14.0
1346,SPADINA AND KING,32.0
1347,KING AND SPADINA,27.0
1348,SPADINA AND QUEENS QUA,8.0
1349,COLLEGE AND DOVERCOURT,24.0
1350,MAIN STATION,10.0
1351,CHERRY AND FRONT,12.0
1352,DUNDAS AND LANSDOWNE,18.0
1353,RONCY AND DUNDAS,8.0
1354,DUNDAS AND PARLIAMENT,16.0
1355,COLLEGE AND LANSDOWNE,16.0
1356,MAIN STREET STATION,9.0
1357,CNE LOOP,16.0
1358,DUNDAS WEST STATION,8.0
1359,THE QUEENSWAY AND WIND,16.0
1360,MAIN ST STATION,10.0
1361,DUNDAS WEST STATION,13.0
1362,DUNDAS WEST STATION,13.0
1363,DUNDAS AND REGENT PARK,19.0
1364,BROADVIEW STATION,17.0
1365,DUNDAS AND JARVIS,20.0
1366,BROADVIEW STN,0.0
1367,DUNDAS WEST STATION,40.0
1368,1067 KIPLING AVE,14.0
1369,LAKESHORE AND MIMICO,12.0
1370,DUNDAS WEST STATION,14.0
1371,LAKESHORE AND KIPLING,20.0
1372,MAIN STREET STATION,10.0
1373,QUEEN AND EMPIRE,16.0
1374,COLLEGE AND LANSDOWNE,16.0
1375,DUNDAS WEST STATION,14.0
1376,LOWER SPADINA AND QUEE,15.0
1377,GERRARD AND BROADVIEW,14.0
1378,SPADINA STATION,15.0
1379,ST. CLAIR AND BATHURST,10.0
1380,DUNDAS WEST STATION,9.0
1381,RONCESVALLES AND DUNDA,9.0
1382,KING ST. E. AT RIVER S,21.0
1383,DISTILLERY LOOP,8.0
1384,DISTILLERY LOOP,8.0
1385,NEVILLE LOOP,0.0
1386,MAIN STATION,14.0
1387,BROADVIEW AND DUNDAS,64.0
1388,LONG BRANCH LOOP,20.0
1389,MAIN STREET STATION,12.0
1390,QUEEN AND DUNN,20.0
1391,GUNNS LOOP,16.0
1392,NEVILLE PARK LOOP,30.0
1393,QUEENSWAY AND RONCESVA,14.0
1394,QUEENS QUAY LOOP,93.0
1395,PARLIAMENT AND SPRUCE,20.0
1396,BATHURST STATION,19.0
1397,QUEEN AND JARVIS,14.0
1398,QUEEN AND UNIVERSITY,20.0
1399,COLLEGE AND OSSINGTON,19.0
1400,MAIN STATION,0.0
1401,COLLEGE AND MUNRO,16.0
1402,LAKESHORE AND 13TH,16.0
1403,BATHURST AND KING,18.0
1404,DUNDAS AND UNIVERSITY,55.0
1405,GERRARD AND PARLIAMENT,18.0
1406,LANSDOWNE LOOP,16.0
